[MAIN]: START
[ENV]: Started init Environment
[ENV]: ACTIONS_SPACE: 257
[ENV]: Finished init Environment
[TRAIN]: actions: 257, observations: 12
[TRAIN]: CUDA: True
[TRAIN]: (1): action: 26, observation: (1, 0, 0.0, 0.2511487728551902, 0.71487189149458, 1.298611360039865, 7.480219882041653, 12.042771878799476, 7.711449370178768, 6.8030287387516815, 0.7450134115475262, 18.29698426938661), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (59): action: 85, observation: (1, 2.4587341460662633, 0.5, 0.4994212437523088, 0.7225262697154551, 0.026600751291486494, 1.3772777301456849, 7.348841773095773, 0.556723823521729, 0.8917598268767696, 3.5241696883341165, 5.010719689650975), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (59): action: 177, observation: (0, 1.4872205057117969, 0.5, 0.8034438045869243, 0.4939305211845759, 3.9440972116810262, 33.8444287894623, 10.75846452231237, 2.724258041555241, 11.91970604072003, 16.239683219283155, 6.016637622006144), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (59): action: 74, observation: (0, 4.840550102606257, 0.5, 0.4148153871521838, 0.5332195650356734, 27.02605754206349, 1.1843946670192134, 7.680777426086358, 4.468975854959374, 18.32105276267161, 11.498858398377534, 1.158968193736811), rho: 0.4, reward: 7.9843010902404785 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (59): action: 78, observation: (0, 1.8749760544590872, 0.5, 0.4663044356690682, 0.22822551839211636, 42.92230480238001, 2.226248764240428, 1.0583325832725978, 10.816155731096641, 21.213184828758838, 22.021079238161427, 0.7876686085389072), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (59): action: 3, observation: (0, 3.744478212586584, 0.5, 0.3167928667066736, 0.10833451243760805, 12.333101276778812, 32.97509226761387, 2.317172314397486, 19.964017270128142, 0.4439735832671249, 8.729429224549131, 27.358167142713977), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (59): action: 251, observation: (0, 0.007730738412793326, 0.20773073841279338, 0.7380135990093134, 0.7403592042177419, 24.551757329374016, 5.917823756891128, 44.53852033205075, 23.163473964297875, 12.6986869056372, 0.8460212930381367, 9.569107053775666), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (59): action: 232, observation: (0, 0.38719871848265275, 0.3699294568954462, 0.8462735474824011, 0.31297484202663284, 0.37528849823151245, 0.9132904379523239, 0.8166513012780565, 3.1998581414971516, 6.275647921897816, 5.522676785361963, 8.793969108116737), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (59): action: 255, observation: (0, 1.8420726811550379, 0.5, 0.6176302540204153, 0.7669546901521319, 4.080313354070711, 3.374460234299452, 3.7418128447160734, 1.0287927785098612, 7.2015703960705855, 3.7558831077992454, 28.93414293376255), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (59): action: 12, observation: (0, 0.8656372860957258, 0.5, 0.7980301711773509, 0.7692611283485439, 61.70904160382393, 1.816865273841328, 15.413800647139338, 19.530133854550787, 1.43531829259129, 2.2228246716676043, 3.4563886513846938), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (59): action: 187, observation: (0, 0.745539229694423, 0.5, 0.02459520185621411, 0.5086931767554932, 13.741890033116594, 0.8765042685251287, 18.62103280409864, 3.6193151978101086, 18.018364899008997, 7.577351378860159, 3.459443819837783), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (59): action: 245, observation: (0, 0.17925816000310466, 0.22925816000310473, 0.5739705540917588, 0.9243879087227816, 15.465999990352927, 5.435860377370839, 0.8652701874683049, 21.37555545937937, 1.5914384133398443, 2.4890876967999667, 11.922994254124893), rho: 0.4, reward: 5.351876735687256 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (59/2000): reward: -4.663822174072266, rho: 0.4000000000000001, rates: 0.6668088912963868
[TRAIN]: (60): action: 75, observation: (1, 0, 0.0, 0.9064921733588076, 0.7621269784280844, 30.29890807382698, 11.709376625406634, 2.8779126051002764, 20.03431740559716, 8.331997810212515, 9.532598533064952, 8.522669043870186), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (60): action: 39, observation: (1, 2.514479810078885, 0.5, 0.011418955623867855, 0.6115911985129454, 5.1242735419235, 0.49588246887346893, 2.0836420256722175, 9.849519887793035, 3.786399651274564, 30.062063403767034, 14.276853532574913), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (60): action: 236, observation: (1, 3.288776635416351, 0.5, 0.007435699827605613, 0.8464813272052009, 0.6283379449461656, 6.367752192262822, 7.221888793322233, 14.158051265359887, 43.20698697096997, 14.217595821292374, 9.527536790767762), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (60): action: 115, observation: (1, 3.0957092500202776, 0.5, 0.14294389271450825, 0.9392850130084764, 6.345535557868009, 2.0621679540132054, 1.4188012029526424, 8.360479262841864, 0.26273370998294704, 29.865876245289734, 1.398832458479782), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (60): action: 191, observation: (1, 0.6076837171347707, 0.5, 0.7511678653042607, 0.15891879742218784, 1.440402372587331, 2.026409066504326, 2.7001242538907015, 1.7835325216916773, 2.232952264416965, 3.128910233757453, 38.172738199982724), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (60): action: 221, observation: (1, 0.014355532752765465, 0.27060553275276544, 0.8655625782220491, 0.36812891938795944, 4.7831229326504, 9.966125442403582, 3.8792894007783003, 10.022241537999058, 3.266535178348659, 16.21295094992232, 18.059206730307036), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (60): action: 14, observation: (1, 0.11282101730887471, -0.06657344993835979, 0.3768023025966325, 0.05814444162012877, 17.186749130270353, 5.932917864343933, 17.033544404935782, 6.483681552630452, 10.621347401765115, 1.1719530363362216, 3.2509449593534634), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (60): action: 117, observation: (1, 0.11091840754809822, -0.12440504239026155, 0.9771615764433719, 0.287133079170649, 1.239556301067137, 2.1934705930646268, 18.34819227115183, 3.78095017358432, 4.471263959220021, 2.0752790709659106, 2.502545928004798), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (60): action: 7, observation: (1, 0.15927204553981167, -0.3776329968504499, 0.8280109262138408, 0.5907241790701627, 5.786008325964338, 14.673262603217527, 9.373830758625857, 1.4221067133864531, 18.7800589863335, 1.0561946473049943, 3.552869065084672), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (60): action: 152, observation: (1, 0.9182741164712569, 0.128141119620807, 0.4158633019383813, 0.4665303434543894, 9.708417257118771, 5.307324348024728, 7.143226709343943, 2.7020339824953394, 8.415504038992397, 23.21364196927725, 4.847053400466879), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (60): action: 142, observation: (0, 0.9600659274108163, 0.5, 0.038381080624829145, 0.8555422972518026, 4.4025747689337065, 3.919178872479185, 1.8092318565433425, 2.1057387782956, 3.1084919377768228, 39.85697395453316, 23.000750287933588), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (60): action: 220, observation: (0, 0.030695661707426904, 0.28694566170742686, 0.19440443593654888, 0.5228290699472348, 10.810307069642782, 4.2196030702210034, 6.632410795054269, 21.688640847920077, 6.714702282615902, 0.33796777547059514, 11.56908791791304), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (60): action: 241, observation: (0, 0.10336511497852417, 0.05281077668595108, 0.2702057078757226, 0.8152336193314691, 5.966066616348065, 8.474108867465599, 16.11280045373595, 59.33864272626539, 8.766009940246274, 22.321279409650707, 12.21909466290109), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (60): action: 169, observation: (0, 0.19491887509655711, 0.06022965178250819, 0.6439427557300452, 0.06299260883164692, 10.230409942001447, 4.553721674204506, 0.4435719893985086, 9.099249446758673, 20.079173253939345, 5.369727025775646, 45.43414718674258), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (60): action: 90, observation: (0, 1.3733894474506965, 0.5, 0.28070111051806257, 0.15495968921745873, 12.122592705425596, 18.376557623651983, 2.230623391460238, 7.951259941676401, 10.615506910463683, 4.983194920025685, 8.500283023814232), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (60): action: 168, observation: (0, 0.006439275885669238, 0.03768927588566928, 0.13513864701353873, 0.3088044465037325, 18.735035395429364, 5.554401481651716, 3.287333505452978, 6.552365622973525, 10.979740692356883, 6.46026014179018, 12.634112139067494), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (60): action: 251, observation: (0, 0.08315258556146786, -0.04790813855286284, 0.5311397887532735, 0.5036692490501187, 1.6840029106196466, 2.1675461854199147, 4.644930546838349, 7.2172464620680845, 7.225866086301201, 0.22054536922778434, 3.4665741828273817), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (60): action: 193, observation: (0, 0.09838367186672675, -0.17452446668613608, 0.3324684059734302, 0.206946306470288, 6.517756770452348, 43.42285693506536, 31.85457295837209, 13.555306267802452, 2.115748560584069, 10.172755391953281, 22.386544679846484), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (60): action: 48, observation: (0, 0.18965050296747843, -0.4348739637186576, 0.7629678930794807, 0.9389476768729246, 11.354278642264688, 5.256654118434609, 3.689061121193987, 13.133042835099893, 2.8076159749329603, 16.237754210670868, 8.532459431082719), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (60): action: 111, observation: (0, 4.640190460986287, 0.5, 0.0010610609414171135, 0.27863676982643804, 7.267719989257582, 3.351863329627091, 26.13280461931932, 0.7650574675756139, 2.1804815401559665, 1.3039431739266223, 5.90365585567916), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (60/2000): reward: -20.0, rho: 0.4000000000000001, rates: 0.0
[TRAIN]: (61): action: 198, observation: (1, 0, 0.0, 0.909384451358505, 0.6423081746195405, 0.7984232440260526, 8.401011717678758, 0.04392092597908407, 5.898042953469824, 0.10558398876189068, 8.905084591457552, 9.099911829948237), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (61): action: 253, observation: (1, 2.153434748923315, 0.5, 0.639095280196903, 0.28828588656878307, 9.877045223471079, 20.917835714539986, 13.594873517838808, 0.17816702936961964, 11.129860768886777, 1.9395451317459076, 8.656261128812504), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (61): action: 214, observation: (1, 0.030997988562225798, -0.012752011437774158, 0.8324862579372635, 0.7227836642718728, 29.902612686522176, 24.80634576848069, 0.9497678872620996, 6.3767048895389165, 9.500775172561672, 23.850159771928475, 11.844090614474645), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (61): action: 241, observation: (1, 3.0984431522124285, 0.5, 0.9778273333911259, 0.9368615133460133, 14.655821502045644, 2.0879425309353654, 4.591031635972549, 1.7337828577709948, 29.387945822832712, 18.668835704593207, 1.3286946893799918), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (61): action: 255, observation: (1, 0.4855201510581977, 0.5, 0.25353759275353915, 0.6859253520759645, 1.7640234004307764, 0.04671227687962444, 2.3362109688806756, 6.010435990261808, 1.4947149498074093, 0.07795150968061602, 0.185386978056204), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (61): action: 72, observation: (1, 0.14828401472840824, 0.36703401472840824, 0.5900679808757217, 0.3211092650380354, 12.571361071508559, 28.907842318647724, 3.7504467766707847, 24.190020438418767, 42.813279837052164, 1.776702684740322, 17.433667646505647), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (61): action: 236, observation: (1, 0.16218414462538452, 0.4354681593537928, 0.4745587417549314, 0.6780318412420417, 0.48344739280377147, 13.230379873186696, 1.8114836353765655, 0.5811342835298535, 25.880088037700368, 5.166843940356147, 2.2066821112926953), rho: 0.4, reward: 0.0029757588636130095 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (61): action: 26, observation: (1, 0.590129998797094, 0.5, 0.384453405972205, 0.11793654949322252, 0.859636420889919, 13.198869698872278, 4.028637799788345, 18.440198902510005, 24.707782988687722, 15.04436767516892, 14.568639673056339), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (61): action: 46, observation: (1, 0.17901945617286902, 0.5, 0.6672609079599213, 0.4557795641680291, 17.35712086692963, 1.1671017651047804, 2.235150507032682, 2.3654784173887666, 5.204971258880268, 12.459340862816566, 2.155630890409441), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (61): action: 230, observation: (1, 0.4639961012977429, 0.382746101297743, 0.1131379035462704, 0.4192521324514603, 2.804637976232922, 4.17317561367609, 1.424566780428522, 13.870106411592051, 3.947923183349368, 14.30437832620887, 1.7958795819272306), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (61): action: 239, observation: (0, 0.4639392671247979, 0.24668536842254085, 0.9511434625832564, 0.13247973812281388, 9.473436946125792, 2.6027036860534465, 1.4847236285654721, 0.16445080074290497, 1.2808449086976599, 1.1888620891268373, 25.272148426605966), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (61): action: 191, observation: (0, 0.5400790941739143, 0.5, 0.7036632901129652, 0.3355356933883189, 5.9315795602015955, 2.3855281095613963, 7.809530804307732, 0.47476928582572325, 4.774109558410287, 12.305884119242283, 0.6788070949581894), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (61): action: 85, observation: (0, 3.2380923653116604, 0.5, 0.5068942968147697, 0.34476270006272214, 3.8894968569075727, 14.740574311450239, 1.0177159753119156, 5.753851076607191, 17.47188917670171, 20.422401393309983, 5.255895223750823), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (61): action: 24, observation: (0, 3.88418776415834, 0.5, 0.3519621179909812, 0.9286729676203113, 4.32607307330649, 10.051118318503304, 6.540885923314784, 19.91486048176499, 4.231475595909792, 3.564209638134144, 0.3216091269505901), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (61): action: 128, observation: (0, 0.07653955095331687, 0.3890395509533169, 0.1710512954228598, 0.398401290227424, 44.14590060001786, 4.27400498626, 8.856256934813768, 5.777305467950225, 6.557676105857746, 17.598325753514953, 8.049103590212871), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (61): action: 243, observation: (0, 0.17783673824943214, 0.023126289202749062, 0.5539019149146731, 0.39181429297597614, 31.200052211287257, 0.1457083880728087, 16.890774113288728, 12.35012347082761, 2.713566735512713, 8.664871839146592, 5.622277368051486), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (61): action: 57, observation: (0, 1.8360677040692923, 0.5, 0.965719575908224, 0.7252972863460523, 0.011229215869488458, 0.7165033324317193, 10.633766028169077, 18.818869875326264, 2.7140275635101747, 13.07053978327306, 1.105802599092758), rho: 0.4, reward: 0.9808892011642456 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (61): action: 235, observation: (0, 4.709838449498837, 0.5, 0.11910674426113443, 0.05176824872468522, 0.6892493013131457, 20.009027323997177, 39.70764349190408, 12.72181918538437, 4.255026441665633, 7.606705132836838, 0.2908389404978304), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (61): action: 193, observation: (0, 0.1487862434529902, 0.5, 0.21217023847199767, 0.5269588483798939, 8.724039859938596, 6.500684902790067, 1.6511422912688292, 5.543274928127876, 16.327443614131592, 29.931736472244438, 6.058713505270445), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (61): action: 47, observation: (0, 0.19559542560620558, 0.24559542560620562, 0.8107910370309916, 0.2044574445263867, 10.76586748613015, 5.447134056452533, 0.004293526948466071, 11.950193652259646, 4.628072234949092, 0.20658480577091118, 2.6465760019813036), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (61/2000): reward: -17.01613503997214, rho: 0.4000000000000001, rates: 0.04919324800139293
[TRAIN]: (62): action: 18, observation: (1, 0, 0.0, 0.8237204974900398, 0.9503123887869805, 4.490916984236469, 30.18068846805988, 57.254759690517815, 3.603733066835339, 39.71662213440649, 17.202044485370905, 3.5831803284111925), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (62): action: 184, observation: (1, 1.2877027677522086, 0.5, 0.29382608773973473, 0.526603853205193, 0.6840727089331832, 0.5331097862355176, 7.168290977928493, 4.650994868622435, 15.538137463464583, 0.5326988988414654, 0.7294218087639247), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (62): action: 224, observation: (1, 0.3022735089164191, 0.5, 0.5871671867566757, 0.24277947316678483, 5.2649142372667646, 4.604566654321197, 37.8109319039313, 0.3170825878314523, 15.943634238583781, 2.995268403444047, 20.462995312681336), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (62): action: 118, observation: (1, 0.1780171585359619, 0.09676715853596196, 0.6336429087770172, 0.3533496298072295, 0.10364399501954293, 16.552145819260765, 12.22721701459154, 4.589236728680141, 19.218478654688138, 39.03426613543826, 2.8707033871665906), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (62): action: 39, observation: (1, 0.010000807114838951, -0.30573203434919904, 0.14505848027225998, 0.7386608390162223, 49.93151795856378, 0.04431059671315332, 7.533528457966882, 3.4833319127225355, 57.11898892237666, 8.319839228127693, 28.35146612926416), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (62): action: 179, observation: (1, 7.590063071950784, 0.5, 0.2732285421469709, 0.4062662312228904, 47.10975914628464, 0.48564425580707915, 3.562769219022343, 6.592389056495361, 2.3699805994661984, 0.004834060345774151, 17.772715124806908), rho: 0.4, reward: 1.697864055633545 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (62): action: 146, observation: (1, 2.7111175562948246, 0.5, 0.304228141004083, 0.7223172680660563, 6.995405347269486, 0.4067868155168742, 7.50819943337291, 6.606074711881061, 10.665900773934528, 1.4340370671789282, 6.387316681960003), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (62): action: 118, observation: (1, 1.8288645814571138, 0.5, 0.386584507709543, 0.44633959393981726, 10.44440906817356, 20.29571653856626, 2.057208895476943, 39.162219759792634, 17.95187473900056, 30.83214780364766, 7.7118052364988445), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (62): action: 177, observation: (1, 1.3767973731857304, 0.5, 0.9205947206988845, 0.6697944376957132, 2.080395371508081, 0.6000666639257771, 16.355124568961447, 25.623858438725023, 8.154637313720535, 0.1182930645508867, 15.103170970222692), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (62): action: 216, observation: (1, 3.722058651656753, 0.5, 0.08491536431733293, 0.5773055988246318, 0.75854526367476, 18.062259296162445, 2.6746111677301103, 16.446449323890256, 21.66310672434236, 22.753489195945168, 23.480970285875834), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (62): action: 195, observation: (0, 4.882964304469489, 0.5, 0.7412060489525162, 0.3356646491002929, 4.104550298447874, 4.587879055993306, 4.381720021626249, 5.649544148176394, 3.2212773015939806, 3.0592223538420793, 3.9364756349955172), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (62): action: 131, observation: (0, 0.902777765986433, 0.5, 0.35187569773039085, 0.8107126710497354, 4.997535278436827, 35.39354640555799, 5.383889703420355, 0.2472703263896237, 1.5599989698109895, 13.067618367412248, 11.821099493267198), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (62): action: 170, observation: (0, 0.11309255699310412, 0.4443425569931042, 0.40638198552052784, 0.49839497085350937, 20.650357859258865, 2.13995500029528, 10.210906783378483, 10.01978411841071, 4.381060508998208, 16.637677196476226, 0.962973938528794), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (62): action: 194, observation: (0, 2.6075318034196266, 0.5, 0.014251964381342241, 0.2412137741201965, 1.4382647913303037, 7.3523532488511965, 2.7284576743346465, 0.9817562558274913, 2.959303991848187, 10.301912579930953, 13.55824979169196), rho: 0.4, reward: 3.3131160736083984 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (62): action: 57, observation: (0, 0.0999708543229946, 0.5, 0.6210990773569672, 0.3489386774886054, 13.133980377875327, 25.752853799121702, 13.231989751760558, 25.40280345028704, 4.633432590512594, 4.408876743374399, 3.1817927643846438), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (62): action: 152, observation: (0, 1.034531290618809, 0.5, 0.5738937134371604, 0.9171213705939838, 5.6852464183883145, 9.807199618148871, 10.57632407936498, 15.089539305831739, 16.645352457435695, 3.1419391441398266, 3.9967306287907283), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (62): action: 243, observation: (0, 0.7815426297058099, 0.5, 0.5128947755287524, 0.45700928392994, 16.392977876758177, 12.063926784784245, 8.568914129923236, 10.908221581529954, 22.65971250574783, 4.759884871854555, 16.406905270745728), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (62): action: 19, observation: (0, 1.0043165359174135, 0.5, 0.14463462389694726, 0.006996542420444007, 2.5048351038259153, 15.881715152770337, 1.196859422088666, 18.241465865031333, 19.84392355981646, 8.613635632354624, 3.691650954062498), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (62): action: 110, observation: (0, 0.18432009332275454, 0.3843200933227546, 0.4753571818409065, 0.827536213486777, 1.7344538457119936, 13.202896038232899, 7.229263198336241, 8.289916642470592, 8.240850892712139, 6.1330502309298085, 2.0282153254945054), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (62): action: 130, observation: (0, 1.237568874799695, 0.5, 0.9985203003875897, 0.5946529180825432, 12.950633052259327, 4.438194229869661, 4.182510438190031, 30.29843800930979, 6.880241144815903, 1.8647773810662884, 2.045236399050986), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (62/2000): reward: -12.989019870758057, rho: 0.4000000000000001, rates: 0.25054900646209716
[TRAIN]: (63): action: 12, observation: (1, 0, 0.0, 0.9316182185133836, 0.9101026189692749, 16.347419418212535, 6.033613605692981, 2.703645885019557, 3.3151385414763492, 0.3478623586383662, 30.08622315648346, 12.231677892048545), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (63): action: 20, observation: (1, 4.11898723115323, 0.5, 0.86794248928345, 0.010685810619038727, 3.6265170239735567, 9.230128016060828, 3.870081340086613, 27.44477350355615, 0.7587675472875187, 18.566512510901866, 0.32047474202910975), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (63): action: 70, observation: (1, 3.393203978070414e-05, 0.01253393203978076, 0.8113178790675623, 0.29122525897501983, 3.544596755327162, 7.6029153390955955, 5.559917518858841, 24.463612668976047, 44.56118715628968, 5.582591610284075, 12.922753465338042), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (63): action: 201, observation: (1, 0.1318353335699867, -0.38063073439023254, 0.8365574328679769, 0.7447082245117506, 1.6710839382832892, 3.5365896555101948, 2.462459556214156, 2.310414756300252, 29.941097028812734, 3.8043046342611753, 1.6503981345221754), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (63): action: 127, observation: (1, 0.585920967570583, -0.2447097668196495, 0.3521830319270468, 0.14535907627779465, 3.0863005005016935, 3.844292067805721, 1.7005446544859977, 7.136368833624937, 1.9397257048109067, 16.951502933793627, 17.178223872151005), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (63): action: 90, observation: (1, 0.09556979873822494, -0.4678899680814246, 0.6837665826078206, 0.17671037470923034, 2.712394709395159, 1.1996020236534022, 1.7728302978333998, 11.740259718701068, 16.317499282362924, 16.24416484283317, 23.878380252081467), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (63): action: 158, observation: (1, 0.15486207868152468, -0.7817778893998999, 0.994250050249962, 0.17246350594113768, 10.676917636194778, 4.907145821969415, 17.14013064534205, 1.9930772217773152, 15.201307488754578, 52.78922906542779, 1.463482042218014), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (63): action: 161, observation: (1, 0.010028538876696325, -0.9592493505232036, 0.017201431118363475, 0.5957871477478484, 11.113195166344907, 11.904530609075326, 1.4884696887122346, 4.074092735718057, 49.45243203621213, 13.634148385779675, 3.5953538609192073), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (63): action: 130, observation: (1, 0.9474644206290765, -0.31178492989412704, 0.9255967403868907, 0.8449178749977678, 5.681844899045173, 7.489819122623035, 22.424434357441147, 3.6107947800508593, 0.10860680792547722, 1.1247217973120582, 22.52630060127101), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (63): action: 142, observation: (1, 7.011606585650606, 0.5, 0.4037827971521062, 0.9881639213983435, 3.175347831451527, 3.775095677512392, 3.0440949442334158, 21.74652195918068, 7.7472412952503, 12.82581629326545, 10.78188743040486), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (63): action: 22, observation: (0, 3.8955430413858445, 0.5, 0.7377042942020553, 0.24825601046769585, 0.9405315387123493, 2.180763041243337, 4.061929358156694, 17.20204023840465, 0.16972181877012638, 1.5042914832616419, 9.133026250081809), rho: 0.4, reward: 4.615009784698486 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (63): action: 80, observation: (0, 0.46919311925449336, 0.5, 0.7069973552856454, 0.796320109299595, 16.394974080235936, 5.6324676931538376, 5.822238827482704, 27.20579593232098, 1.673447483160793, 7.595924948364297, 3.981631953565741), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (63): action: 165, observation: (0, 1.9377569959694851, 0.5, 0.3801802663412711, 0.4586913339235471, 1.5097284630039107, 3.738574796858891, 7.295390976103876, 5.2865560475479665, 11.28999294691586, 17.831106754565266, 13.427852464244141), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
